NAME,MSINI,A,PER,ECC,OM,T0,K,ORBREF,ORBURL,FIRSTREF,FIRSTURL
,mjupiter,au,day,,deg,jd,m/s,,,,
HD 102956 b,0.951497,0.0810025,6.4948,0.048,12,2455352.26,73.4,Johnson 2010,http://adsabs.harvard.edu/abs/2010ApJ...721L.153J,Johnson 2010,http://adsabs.harvard.edu/abs/2010ApJ...721L.153J
WTS-2 b,1.11131,0.0185537,1.0187074,0,,2454317.81264,256,Birkby 2014,http://adsabs.harvard.edu/abs/2014MNRAS.440.1470B,Birkby 2014,http://adsabs.harvard.edu/abs/2014MNRAS.440.1470B
Kepler-362 c,,0.220686,37.866281,,90,2454967.35783,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1147 b,,0.0973596,10.62784997,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-186 e,,0.121623,22.407793,0.03,270,2454975.597,,Quintana 2014,http://adsabs.harvard.edu/abs/2014arXiv1404.5667Q,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1404.5667Q
Kepler-321 c,,0.108723,13.093921,,90,2454977.52374,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1083 b,,0.189272,33.4177993,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-376 c,,0.114613,14.172327,,90,2454975.59795,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1589 b,,0.0205657,0.99166527,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Fomalhaut b,,113.443,318498,0.12,,,,,,Kalas 2008,http://adsabs.harvard.edu/abs/2008Sci...322.1345K
GJ 176 b,0.0259969,0.0656822,8.7832,0,0,2454399.79,4.12,Forveille 2009,http://adsabs.harvard.edu/abs/2009A%26A...493..645F,Forveille 2009,http://adsabs.harvard.edu/abs/2009A%26A...493..645F
Kepler-873 b,,0.155175,20.5533844,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
HD 23079 b,2.4433,1.59509,730.6,0.102,55,2450492,54.9,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Tinney 2002,http://adsabs.harvard.edu/abs/2002ApJ...571..528T
HD 178911 B b,7.29127,0.344904,71.484,0.114,168.2,2453808.1,343.3,Wittenmyer 2009,http://adsabs.harvard.edu/abs/2009ApJS..182...97W,Zucker 2002,http://adsabs.harvard.edu/abs/2002ApJ...568..363Z
WASP-58 b,0.890462,0.0562022,5.01718,0,90,2455183.9335,110.1,Hebrard 2013,http://adsabs.harvard.edu/abs/2013A%26A...549A.134H,Hebrard 2013,http://adsabs.harvard.edu/abs/2013A%26A...549A.134H
Kepler-506 b,,0.0750455,6.8834055,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1571 b,,0.0472783,3.38555488,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-543 b,,0.100456,13.89961966,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1535 b,,0.538652,138.9442,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1030 b,,0.130853,19.32952416,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-244 c,,0.0894244,9.767292,,90,2455019.57903,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-245 e,,0.0396148,3.21982106,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1067 b,,0.0160522,0.76212926,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-354 b,,0.0608066,5.47666,,90,2454968.70204,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1203 b,,0.0118373,0.58800076,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-278 b,,0.189627,30.160546,,90,2454971.51248,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 162020 b,15.2138,0.0756944,8.428198,0.277,28.4,2451990.677,1813,Udry 2002,http://adsabs.harvard.edu/abs/2002A%26A...390..267U,Udry 2002,http://adsabs.harvard.edu/abs/2002A%26A...390..267U
Kepler-809 b,,0.284276,55.63934,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1468 b,,0.0808904,8.23984869,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1368 b,,0.0154128,0.67564949,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-183 b,,0.0623606,5.687945,,90,2454966.95634,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1392 b,,0.114781,15.1410397,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
MOA-bin-1L b,,,,,,,,Bennett 2012,http://adsabs.harvard.edu/abs/2012ApJ...757..119B,Bennett 2012,http://adsabs.harvard.edu/abs/2012ApJ...757..119B
Kepler-1556 b,,0.0827454,8.82713457,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-944 b,,0.22955,43.3167737,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1110 b,,0.0801106,9.69312032,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-210 c,,0.0781034,7.972513,,90,2455004.58436,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-437 b,,0.286604,66.65062,0,90,2455670.6876,,Torres 2015,http://adsabs.harvard.edu/abs/2015ApJ...800...99T,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B
Kepler-184 d,,0.184825,29.022358,,90,2455031.3679,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 168746 b,0.245103,0.0655505,6.404,0.107,17,2451757.83,28.6,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Pepe 2002,http://adsabs.harvard.edu/abs/2002A%26A...388..632P
GJ 876 c,0.612168,0.129574,30.0881,0.25591,48.76,2450577.5,88.34,Rivera 2010,http://adsabs.harvard.edu/abs/2010ApJ...719..890R,Marcy 2001,http://adsabs.harvard.edu/abs/2001ApJ...556..296M
Kepler-1164 b,,0.0465276,3.97599768,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-958 b,,0.0866604,9.7678805,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-20 c,0.0494862,0.0930411,10.854092,0,6.46982,2454963.325,4.83,Gautier 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...15G,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-712 c,,0.686927,226.89047,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-47 b,,0.267621,49.514,0,,,,Orosz 2012,http://adsabs.harvard.edu/abs/2012Sci...337.1511O,Orosz 2012,http://adsabs.harvard.edu/abs/2012Sci...337.1511O
Kepler-580 b,,0.069764,8.22241966,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-296 b,,0.0461525,3.621457,,90,2454967.7536,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-755 b,,0.021472,1.26909037,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-402 b,,0.0495511,4.028751,,90,2454966.76902,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-260 b,,0.0795006,8.187399,,90,2455093.86771,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-255 c,,0.0905121,9.946047,,90,2455004.70016,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-750 b,,0.0915122,9.42887179,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
HD 215497 b,0.020855,0.0465952,3.93404,0.16,96,2454858.95,2.98,Lo Curto 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..48L,Lo Curto 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..48L
Kepler-1221 b,,0.0979318,12.00096042,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-62 f,,0.717595,267.291,0.094434,237.995,2455442.463,,Borucki 2013,http://adsabs.harvard.edu/abs/2013Sci...340..587B,Borucki 2013,http://adsabs.harvard.edu/abs/2013Sci...340..587B
Kepler-1160 b,,0.0759488,7.97034958,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
HATS-5 b,0.237646,0.0542014,4.763387,0.019,204,2456272.006,30,Zhou 2014,http://adsabs.harvard.edu/abs/2014AJ....147..144Z,Zhou 2014,http://adsabs.harvard.edu/abs/2014AJ....147..144Z
HD 154345 b,0.956901,4.21377,3341.5588,0.044,68.1543,2452831.223,14.0318,Wright 2008,http://adsabs.harvard.edu/abs/2008ApJ...683L..63W,Wright 2007,http://adsabs.harvard.edu/abs/2007ApJ...657..533W
Kepler-60 c,,0.0871504,8.9193459,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Batalha 2013,http://adsabs.harvard.edu/abs/2013ApJS..204...24B
Kepler-1031 b,,0.0230742,1.22621732,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-523 b,,0.0619218,5.83598311,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-395 c,,0.209361,34.989262,,90,2454977.22265,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 217107 b,1.40112,0.0750282,7.1268163,0.126686,24.3621,2454395.787,139.204,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,Fischer 1999,http://adsabs.harvard.edu/abs/1999PASP..111...50F
Kepler-1550 b,,0.741774,225.582809,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-431 c,,0.0847193,8.703,,,,,Everett 2015,http://adsabs.harvard.edu/abs/2015AJ....149...55E,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B
mu Ara c,1.88907,5.34057,4205.8,0.0985,57.6,2452955.2,21.79,Pepe 2007,http://adsabs.harvard.edu/abs/2007A%26A...462..769P,McCarthy 2004,http://adsabs.harvard.edu/abs/2004ApJ...617..575M
HD 7199 b,0.295018,1.36155,615,0.19,155,2455030,7.76,Dumusque 2011,http://adsabs.harvard.edu/abs/2011A%26A...535A..55D,Dumusque 2011,http://adsabs.harvard.edu/abs/2011A%26A...535A..55D
Kepler-887 c,,0.0804377,7.63846023,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-233 c,,0.301339,60.418955,,90,2455014.16152,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
GJ 433 b,0.0181986,0.0580371,7.3709,0.08,204,2494287,3.11,Delfosse 2013,http://adsabs.harvard.edu/abs/2013A%26A...553A...8D,Delfosse 2013,http://adsabs.harvard.edu/abs/2013A%26A...553A...8D
Kepler-1301 b,,0.080701,9.08237046,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1350 c,,0.0234342,1.76678906,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
HD 159243 b,1.13,0.110366,12.62,0.02,223,2456426.11,91.1,Moutou 2013,http://adsabs.harvard.edu/abs/2013arXiv1311.5271M,Moutou 2013,http://adsabs.harvard.edu/abs/2013arXiv1311.5271M
Kepler-327 d,,0.113517,13.969457,,90,2454965.17104,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HAT-P-31 b,2.16627,0.0611921,5.005425,0.245,274.3,2454318.48,232.5,Kipping 2011,http://adsabs.harvard.edu/abs/2011AJ....142...95K,Kipping 2011,http://adsabs.harvard.edu/abs/2011AJ....142...95K
Kepler-878 b,,0.159872,25.9422033,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
OGLE-TR-113 b,1.25508,0.0228946,1.4324757,0,90,2452325.79823,267,Torres 2008,http://adsabs.harvard.edu/abs/2008ApJ...677.1324T,Konacki 2004; Bouchy 2004,http://adsabs.harvard.edu/abs/2004ApJ...609L..37K ; http://adsabs.harvard.edu/abs/2004A%26A...421L..13B
Kepler-356 c,,0.108876,13.121632,,90,2454966.3931,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-41 b,0.493327,0.0289537,1.855558,0,90,2454970.714,85,Santerne 2011,http://adsabs.harvard.edu/abs/2011A%26A...536A..70S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-798 b,,0.118853,13.71933369,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-825 b,,0.047906,3.77360059,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-473 b,,0.118968,14.55731705,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-270 b,,0.0995717,11.476094,,90,2454968.3951,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 285507 b,0.917,0.0588842,6.0881,0.086,182,2456263.121,125.8,Quinn 2014,http://adsabs.harvard.edu/abs/2014ApJ...787...27Q,Quinn 2014,http://adsabs.harvard.edu/abs/2014ApJ...787...27Q
Kepler-1307 b,,0.137136,18.01621096,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1573 b,,0.0372774,2.6157554,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
HD 40307 d,0.028076,0.132422,20.46,0,0,2454532.42,2.55,Mayor 2009,http://adsabs.harvard.edu/abs/2009A%26A...493..639M,Mayor 2009,http://adsabs.harvard.edu/abs/2009A%26A...493..639M
Kepler-590 b,,0.0656127,5.85296257,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1220 b,,0.0744983,7.42693741,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-849 b,,1.12814,394.6244904,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
HD 290327 b,2.54762,3.43052,2443,0.08,268,2455326,41.3,Naef 2010,http://adsabs.harvard.edu/abs/2010A%26A...523A..15N,Naef 2010,http://adsabs.harvard.edu/abs/2010A%26A...523A..15N
Kepler-438 b,,0.171702,35.23319,0,90,2455673.0307,,Torres 2015,http://adsabs.harvard.edu/abs/2015ApJ...800...99T,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B
Kepler-1315 b,,0.0162176,0.84338011,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
GJ 876 e,0.039229,0.333345,124.26,0.055,239,2450519.598,3.42,Rivera 2010,http://adsabs.harvard.edu/abs/2010ApJ...719..890R,Rivera 2010,http://adsabs.harvard.edu/abs/2010ApJ...719..890R
Kepler-1413 b,,0.103048,13.1829642,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1604 b,,0.0141581,0.68368426,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1471 b,,0.0455165,3.63899398,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1445 b,,0.0983673,10.60052251,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1020 b,,0.394192,96.9151496,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-572 b,,0.122576,17.20523483,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1598 b,,0.0532751,4.34195123,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1187 b,,0.141438,18.87064068,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-949 b,,0.0795658,8.6893073,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
HD 169830 c,4.06407,3.60184,2102,0.33,252,2452516,54.3,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M
Kepler-608 b,,0.06755,6.41251504,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
47 UMa c,0.545774,3.57197,2391,0.098,295,2452441,8,Gregory 2010,http://adsabs.harvard.edu/abs/2010MNRAS.403..731G,Fischer 2002,http://adsabs.harvard.edu/abs/2002ApJ...564.1028F
Kepler-85 b,,0.0780663,8.306,,,,,Xie 2013,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,Xie 2012,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X
Kepler-880 b,,0.0866835,7.71468975,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1343 b,,0.0430893,3.35183158,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-575 b,,0.0861587,9.37891944,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-313 c,,0.198382,32.273273,,90,2454982.10331,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-199 b,,0.161192,23.637604,,90,2455005.64846,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-172 b,,0.0401669,2.940309,,90,2455002.9034,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-223 d,,0.117913,14.788759,,90,2455009.76379,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-431 d,,0.104497,11.922,,,,,Everett 2015,http://adsabs.harvard.edu/abs/2015AJ....149...55E,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B
Kepler-917 b,,0.0375418,2.97041437,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1072 b,,0.028082,1.5690665,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-360 b,,0.0432887,3.289672,,90,2454964.75603,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1212 b,,0.111358,12.94130146,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-246 b,,0.0541452,4.60182,,90,2455002.97887,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-347 b,,0.10708,12.79836,,90,2454966.64816,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 63765 b,0.643827,0.94038,358,0.24,122,2454404,20.9,Segransan 2011,http://adsabs.harvard.edu/abs/2011A%26A...535A..54S,Segransan 2011,http://adsabs.harvard.edu/abs/2011A%26A...535A..54S
Kepler-217 c,,0.0820605,8.586004,,90,2454970.96096,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 85390 b,0.131884,1.52377,788,0.41,266,2454464.2,3.82,Mordasini 2011,http://adsabs.harvard.edu/abs/2011A%26A...526A.111M,Mordasini 2011,http://adsabs.harvard.edu/abs/2011A%26A...526A.111M
Kepler-1590 b,,0.0784501,7.61760804,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1498 b,,0.245986,48.051405,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-401 c,,0.256031,47.318218,,90,2455003.06041,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-299 c,,0.0708347,6.885875,,90,2454971.40955,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1176 b,,0.164164,24.1738579,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
HAT-P-57 b,,0.0406092,2.465295,0,90,,,Hartman 2015,http://adsabs.harvard.edu/abs/2015AJ....150..197H,Hartman 2015,http://adsabs.harvard.edu/abs/2015AJ....150..197H
Kepler-525 b,,0.135465,18.68404933,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
